100 -28327.387
200 -28339.458
300 -28398.757
400 -28281.538
500 -28517.439
600 -28597.570
700 -28319.500
800 -28271.786
900 -28230.216
1000 -28330.843
1100 -28221.440
1200 -28200.228
1300 -28222.425
1400 -28293.278
1500 -28224.896
1600 -28217.674
1700 -28100.617
1800 -28261.702
1900 -28267.513
2000 -28320.251
2100 -28353.033
2200 -28320.285
2300 -28417.729
2400 -28361.380
2500 -28380.281
2600 -28265.825
2700 -28229.852
2800 -28229.200
2900 -28126.550
3000 -28156.421
3100 -28377.581
3200 -28273.182
3300 -28267.393
3400 -28359.392
3500 -28323.569
3600 -28485.261
3700 -28213.921
3800 -27988.233
3900 -28077.307
4000 -28127.524
4100 -28138.923
4200 -28281.100
4300 -28282.169
4400 -28185.969
4500 -28176.600
4600 -28094.607
4700 -28195.175
4800 -28079.861
4900 -28157.330
5000 -28246.825
5100 -28205.242
5200 -28227.230
5300 -28194.958
5400 -28066.847
5500 -28242.291
5600 -28395.823
5700 -28458.392
5800 -28404.900
5900 -28260.678
6000 -28318.063
6100 -28311.257
6200 -28115.402
6300 -28413.529
6400 -28309.728
6500 -28217.734
6600 -28463.642
6700 -28314.286
6800 -28363.787
6900 -28494.243
7000 -28392.237
7100 -28375.956
7200 -28319.129
7300 -28284.240
7400 -28176.997
7500 -28246.093
7600 -28333.082
7700 -28313.422
7800 -28452.813
7900 -28384.626
8000 -28413.096
8100 -28426.843
8200 -28434.695
8300 -28471.714
8400 -28310.835
8500 -28116.853
8600 -28025.602
8700 -27915.025
8800 -28125.393
8900 -28239.613
9000 -28383.852
9100 -28346.115
9200 -28440.947
9300 -28474.342
9400 -28393.855
9500 -28209.029
9600 -28208.097
9700 -28346.966
9800 -28323.326
9900 -28329.043
10000 -28298.305
10100 -28367.284
10200 -28347.772
10300 -28235.261
10400 -28172.911
10500 -28319.600
10600 -28518.731
10700 -28476.720
10800 -28436.550
10900 -28383.146
11000 -28225.471
11100 -28204.410
11200 -28182.462
11300 -28162.955
11400 -28291.759
11500 -28433.480
11600 -28436.691
11700 -28391.961
11800 -28251.019
11900 -28280.772
12000 -28273.551
12100 -28244.276
12200 -28079.965
12300 -28167.697
12400 -28208.952
12500 -28242.046
12600 -28162.372
12700 -28131.111
12800 -28225.536
12900 -28355.334
13000 -28372.464
13100 -28132.007
13200 -28162.030
13300 -28328.513
13400 -28179.021
13500 -28284.643
13600 -28412.166
13700 -28340.467
13800 -28521.366
13900 -28530.191
14000 -28509.461
14100 -28501.503
14200 -28357.780
14300 -28279.918
14400 -28280.921
14500 -28265.007
14600 -28240.919
14700 -28237.259
14800 -28227.734
14900 -28280.610
15000 -28148.028
15100 -28112.410
15200 -28203.888
15300 -28191.067
15400 -28104.370
15500 -28188.721
15600 -28149.691
15700 -28296.353
15800 -28274.155
15900 -28217.446
16000 -28113.850
16100 -28166.328
16200 -28348.700
16300 -28462.752
16400 -28333.226
16500 -28329.835
16600 -28180.618
16700 -28184.361
16800 -28266.559
16900 -28157.105
17000 -28100.389
17100 -28113.046
17200 -27961.314
17300 -28150.643
17400 -28244.216
17500 -28380.522
17600 -28386.452
17700 -28273.576
17800 -28152.214
17900 -28145.006
18000 -28254.091
18100 -28362.067
18200 -28328.624
18300 -28419.059
18400 -28435.483
18500 -28398.272
18600 -28265.547
18700 -28464.707
18800 -28482.554
18900 -28420.249
19000 -28449.440
19100 -28359.241
19200 -28343.563
19300 -28197.863
19400 -28080.591
19500 -28278.043
19600 -28387.846
19700 -28374.997
19800 -28303.192
19900 -28301.506
20000 -28246.606
20100 -28238.948
20200 -28451.726
20300 -28460.324
20400 -28443.786
20500 -28376.812
20600 -28109.705
20700 -28051.226
20800 -28264.423
20900 -28448.419
21000 -28248.356
21100 -27968.810
21200 -28023.518
21300 -28071.772
21400 -28338.526
21500 -28381.714
21600 -28029.813
21700 -27850.336
21800 -28084.720
21900 -28054.121
22000 -28063.778
22100 -28037.365
22200 -28360.827
22300 -28386.532
22400 -28294.185
22500 -28440.325
22600 -28486.247
22700 -28307.104
22800 -28240.600
22900 -28325.643
23000 -28384.671
23100 -28661.591
23200 -28647.852
23300 -28510.747
23400 -28379.704
23500 -28385.779
23600 -28621.566
23700 -28760.818
23800 -28591.335
23900 -28475.588
24000 -28458.562
24100 -28442.157
24200 -28449.513
24300 -28406.089
24400 -28531.230
24500 -28517.435
24600 -28269.760
24700 -28292.744
24800 -28391.659
24900 -28390.985
25000 -28307.774
25100 -28470.180
25200 -28286.176
25300 -28529.921
25400 -28720.761
25500 -28398.503
25600 -28143.827
25700 -28408.243
25800 -28389.510
25900 -28254.750
26000 -28329.095
26100 -28579.685
26200 -28475.362
26300 -28340.536
26400 -28222.192
26500 -28393.775
26600 -28292.483
26700 -28264.485
26800 -28282.413
26900 -28398.652
27000 -28415.157
27100 -28402.508
27200 -28350.732
27300 -28384.388
27400 -28386.765
27500 -28457.159
27600 -28482.412
27700 -28578.527
27800 -28626.169
27900 -28441.909
28000 -28426.872
28100 -28394.218
28200 -28180.125
28300 -28396.051
28400 -28494.834
28500 -28451.444
28600 -28447.510
28700 -28441.164
28800 -28391.343
28900 -28299.144
29000 -28222.250
29100 -28288.286
29200 -28305.511
29300 -28448.556
29400 -28498.215
29500 -28443.064
29600 -28437.297
29700 -28490.720
29800 -28616.804
29900 -28685.899
30000 -28672.433
30100 -28686.336
30200 -28608.363
30300 -28467.285
30400 -28650.955
30500 -28608.274
30600 -28526.389
30700 -28285.055
30800 -28305.310
30900 -28267.533
31000 -28337.347
31100 -28408.956
31200 -28429.930
31300 -28286.638
31400 -28370.172
31500 -28378.347
31600 -28453.458
31700 -28550.625
31800 -28425.559
31900 -28495.977
32000 -28471.816
32100 -28489.366
32200 -28323.555
32300 -28171.796
32400 -28211.742
32500 -28160.640
32600 -28113.619
32700 -28120.449
32800 -28195.952
32900 -28274.653
33000 -28305.481
33100 -28131.345
33200 -27998.422
33300 -27956.766
33400 -28130.421
33500 -28284.360
33600 -28270.593
33700 -28309.439
33800 -28323.231
33900 -28310.534
34000 -28240.889
34100 -28108.428
34200 -28183.545
34300 -28290.032
34400 -28345.584
34500 -28390.115
34600 -28303.709
34700 -28326.080
34800 -28334.118
34900 -28372.619
35000 -28391.075
35100 -28346.112
35200 -28375.243
35300 -28395.325
35400 -28216.492
35500 -28327.650
35600 -28285.020
35700 -28159.110
35800 -28137.997
35900 -28113.078
36000 -28147.742
36100 -28157.508
36200 -28139.903
36300 -28140.101
36400 -28080.546
36500 -28256.021
36600 -28136.083
36700 -28144.932
36800 -28188.087
36900 -28129.634
37000 -28295.960
37100 -28155.511
37200 -28243.397
37300 -28236.687
37400 -28145.005
37500 -28081.047
37600 -28090.211
37700 -28036.815
37800 -28200.266
37900 -28199.067
38000 -28344.771
38100 -28320.165
38200 -28281.085
38300 -28027.650
38400 -28139.723
38500 -28029.561
38600 -27964.435
38700 -28049.700
38800 -28074.803
38900 -28063.311
39000 -27956.651
39100 -28155.851
39200 -28212.937
39300 -28559.106
39400 -28408.299
39500 -28127.711
39600 -28055.791
39700 -28059.224
39800 -28115.462
39900 -28176.781
40000 -28136.241
40100 -28259.556
40200 -28326.612
40300 -28317.418
40400 -28121.937
40500 -28237.936
40600 -28404.631
40700 -28291.886
40800 -28079.825
40900 -28190.458
41000 -28197.995
41100 -28165.465
41200 -28235.279
41300 -28137.962
41400 -28181.017
41500 -28150.704
41600 -28149.425
41700 -28425.107
41800 -28531.099
41900 -28536.814
42000 -28629.226
42100 -28383.857
42200 -28117.886
42300 -28145.397
42400 -28226.766
42500 -28317.308
42600 -28083.765
42700 -27994.184
42800 -28254.945
42900 -28440.666
43000 -28441.539
43100 -28498.870
43200 -28480.026
43300 -28316.468
43400 -28294.723
43500 -28385.274
43600 -28497.913
43700 -28535.186
43800 -28493.309
43900 -28579.015
44000 -28512.471
44100 -28521.375
44200 -28358.400
44300 -28282.757
44400 -28347.906
44500 -28367.066
44600 -28342.836
44700 -28263.596
44800 -28379.719
44900 -28544.191
45000 -28537.967
45100 -28507.386
45200 -28314.609
45300 -28344.845
45400 -28412.650
45500 -28325.294
45600 -28151.364
45700 -28066.534
45800 -28174.399
45900 -28200.700
46000 -28276.026
46100 -28175.917
46200 -28122.176
46300 -28368.080
46400 -28301.073
46500 -28284.994
46600 -28420.770
46700 -28327.292
46800 -28293.024
46900 -28503.006
47000 -28442.803
