0.01	-0.351319
0.03	-0.182732
0.05	-0.104581
0.07	-0.0706955
0.09	-0.0365547
0.11	-0.0299623
0.13	-0.0184349
0.15	-0.0137883
0.17	-0.00764688
0.19	-0.010259
0.21	-0.0146438
0.23	-0.0112913
0.25	-0.0090634
0.27	0.00343813
0.29	0.00443729
0.31	0.0116004
0.33	0.00383591
0.35	-0.00302389
0.37	0.00415253
0.39	-0.0106747
0.41	0.00191539
0.43	-0.00118745
0.45	-0.00064917
0.47	-0.00674375
0.49	0.0069238
0.51	0.00468027
0.53	0.00396693
0.55	-0.00212769
0.57	0.000851936
0.59	-0.0105863
0.61	0.003355
0.63	-0.00348554
0.65	-0.0029439
0.67	0.00361747
0.69	0.00253405
0.71	0.00252917
0.73	0.00300056
0.75	0.00654285
0.77	0.0085104
0.79	0.00173425
0.81	-0.00223167
0.83	0.00481179
0.85	0.0188127
0.87	0.0184616
0.89	0.020939
0.91	0.0396278
0.93	0.0672178
0.95	0.0917546
0.97	0.178056
0.99	0.32373
