0.025	-0.937315
0.075	-0.842945
0.125	-0.746757
0.175	-0.650456
0.225	-0.549578
0.275	-0.44951
0.325	-0.3512
0.375	-0.251001
0.425	-0.158099
0.475	-0.0572048
0.525	0.0439367
0.575	0.141715
0.625	0.243802
0.675	0.34195
0.725	0.446071
0.775	0.549076
0.825	0.65332
0.875	0.757425
0.925	0.856956
0.975	0.935249
